Yıl,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,gsubname,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nwound,propcomment,addnotes,scite1,scite2,scite3,CITY_LATITUDE,CITY_LONGITUDE,COUNTRY_LATITUDE,COUNTRY_LONGITUDE
2016,11,28,209,Turkey,10,Middle East & North Africa,Diyarbakir,Silvan,38.141225,41.012807,,"11/28/2016: Saldırganlar, Diyarbakır'ın Silvan ilçesinde bir köy koruculuğu devriye ateş açtı. Saldırıda en az bir köy korucusu öldürüldü ve bir gardiyan yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3814177137,4101148211,3898843426,3629778344
2016,11,26,209,Turkey,10,Middle East & North Africa,Sirnak,Uludere district,37.445278,42.856953,,11/26/2016: Şırnak'ın Uludere ilçesinde bir askerin akrabalarını taşıyan bir araca karşı patlayıcı bir cihaz patlatıldı. Patlamada bir sivil öldü ve bir sivil yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,374371875,42869851,3898843426,3629778344
2016,11,26,209,Turkey,10,Middle East & North Africa,Hakkari,Semdinli district,37.30543,44.573637,,"11/26/2016: Saldırganlar, Hakkari'de bulunan Semdinli ilçesinde askeri üssünde bir harç yaktılar. Saldırıda bir asker öldü. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3730202435,4456702258,3898843426,3629778344
2016,12,9,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.077796,28.980739,Olay Çağlayan mahallesinde meydana geldi.,"12/09/2016: Saldırganlar, İstanbul'un Çağlayan mahallesinde sivil bir araçta patlayıcı bir cihaz attılar. Patlamada bir kişi yaralandı. Olay için hiçbir grup sorumluluk kabul etmedi.",,,0,1,0,3,Bombalama / Patlama,14,Özel Vatandaşlar,73,Vasıta / Taşımacılık,araç,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,17,Diğer patlayıcı türü,Saldırıda el yapımı bir patlayıcı aygıt kullanıldı.,0,1,Bu saldırıda bir araba hasar gördü.,Kurbanlar Onur Kabakçı'yı dahil etti.,"""""İstanbul'da benzin istasyonunda arabaya atılan patlayıcılar, yaralı yok,"""" Türk Daily, 9 Aralık 2016.",,,4101709296,2896335096,3898843426,3629778344
2016,12,10,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.040416,28.99407,Olay Beşiktaş bölgesinde meydana geldi.,"12/10/2016: Patlayıcı yüklü bir araç, Beşiktaş bölgesinde bir futbol maçı sırasında Vodaphone Arena'nın dışında patladı, İstanbul, Türkiye. Bu, bölgedeki kısa bir süre içinde iki koordineli saldırıdan biriydi. Her iki olayda en az 46 kişi öldü ve 165 kişi yaralandı",,,,,,,,,,,,,,,,,,,,,,,,,,,,4101709296,2896335096,3898843426,3629778344
2016,12,10,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.040413,28.99405,Olay Beşiktaş bölgesinde meydana geldi.,"12/10/2016: Beşiktaş bölgesinde bir futbol maçı sırasında Vodaphone Arena'nın dışında bir intihar bombacısı patladı, İstanbul. Bu, bölgedeki kısa bir süre içinde iki koordineli saldırıdan biriydi. Her iki olayda en az 46 kişi öldü ve 165 kişi yaralandı",,,,,,,,,,,,,,,,,,,,,,,,,,,,4101709296,2896335096,3898843426,3629778344
2016,11,30,209,Turkey,10,Middle East & North Africa,Sirnak,Uludere district,37.445278,42.856953,,"11/30/2016: Şırnak'ta, Uludere ilçesinde askeri bir aracı hedef alan patlayıcı bir cihaz patlatıldı. Patlamada bir asker öldü. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,374371875,42869851,3898843426,3629778344
2016,12,19,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.909138,32.859192,,"12/19/2016: Bir saldırgan Ankara’daki bir sanat galerisinde Rus büyükelçisi Andrei Karlov’a ateş açtı. Mevlüt Mert Altıntaş olarak tanımlanan Karlov ve saldırgan öldürüldü ve saldırı sırasında üç kişi yaralandı. Yurtdışındaki Suriye Devriminin Bağımsız Askeri Kanadı saldırının sorumluluğunu üstlendi. Jaish el-Fetih (Suriye) olayın sorumluluğunu üstlenmişti, ancak kaynaklar bu iddianın doğruluğunu iki katına çıkarıyordu. Kaynaklar ayrıca Fetullah Terör Örgütü'nün katılımından da şüpheleniyor.",,,0,1,0,1,Suikast,7,Hükümet (Diplomatik),45,"Diplomatik Personel (büyükelçilik, konsolosluk dışında)",Türkiye Büyükelçisi: Andrei Karlov,167,Rusya,Suriye Devrimi'nin Bağımsız Askeri Kanadı,,Ateşli silahlar,3,tabanca,Saldırıda bir Canik55 TP9 Kompakt 9 mm tabanca kullanıldı.,2,3,Bu saldırıda bir sanat sergisindeki fotoğraflar hasar gördü.,Kaynaklar ayrıca saldırıyı Gri Kurtlar ve Türkistan İslam Partisine de bağladı.,"""""Rusya'nın Türkiye Büyükelçisi, Ankara'da suikast düzenledi"""", CNN, 20 Aralık 2016.","""""Medya: Jaish el-Fetih, Rus büyükelçisinin öldürülmesinden sorumlu olduğunu iddia ediyor"""", Filipinler Haber Ajansı, 21 Aralık 2016.","""""Singapur: Türkiye, Gülen'in cinayeti ele geçirme suçunu ele geçirdiğini, Kremlin ihtiyatlı olduğunu"""", Channel NewsAsia Online, 21 Aralık 2016.",3992424332,3285706324,3898843426,3629778344
2016,11,10,209,Turkey,10,Middle East & North Africa,Mardin,Derik district,37.364657,40.267937,,11/10/2016: Saldırganlar Mardin'in Derik ilçesinde Kaymakamı Muhammed Fatih Safitürk'ün bürosuna ateş açtı. Saldırıda Safitürk öldürüldü ve iki kişi yaralandı. Kürdistan İşçi Partisi (PKK) olayın sorumluluğunu üstlendi ve saldırının hükümet tarafından masum sivillerin ölümüne misilleme olarak yapıldığını belirtti.,,,0,1,0,1,Suikast,2,Hükümet (Genel),18,"Devlet Personeli (polis, askeri hariç)",Kaymakamı: Muhammed Fatih Safitürk,209,Türkiye,Kürdistan İşçi Partisi (PKK),,Patlayıcılar / Bombalar / Dinamit,12,Uzaktan tetik,,1,2,Bu saldırıda bir ofis binası hasar gördü.,"Kaza rakamları kaynaklar arasında çatışıyor. GTD protokolünü takiben, en son güvenilir tahminler burada rapor edilir.","""""PKK militanları birbirleriyle çatışıyorlar: Askeri,"""" Turkish Daily, 15 Kasım 2016.","10 Kasım 2016, """"Ortadoğu Gözüne Yakın Patlama""""","""""Türkiye'nin Mardin ilçelerinde vali kaymakamları,"""" PanARMENYA Ağı, 10 Kasım 2016.",37364872,4026828967,3898843426,3629778344
2016,11,9,209,Turkey,10,Middle East & North Africa,Van,Baskale district,38.0476,44.0149,,11/09/2016: Saldırganlar Van'ın Baskale kentinde bir Türk Köy Muhafız aracına saldırdı. Saldırıda üç köy korucusu ve bir sivil öldürüldü ve iki sivil yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,380476,440149,3898843426,3629778344
2016,11,14,209,Turkey,10,Middle East & North Africa,Antalya,Antalya,36.867311,30.628045,Olay Konyaaltı mahallesinde meydana geldi.,"11/14/2016: Saldırganlar Konyaaltı, Antalya ve Türkiye'deki jandarma birimlerine ateş açtı. Saldırıda bir jandarma öldürüldü. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3688668482,3070581018,3898843426,3629778344
2016,12,13,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.398583,27.078404,Olay Konak mahallesinde meydana geldi.,"12/13/2016: İzmir'de Konak Mahallesi'nde düzenlenen konser sırasında bir takas ile silahlı saldırı yapan Adnan Saygun Sanat Merkezi'ne girdi. Saldırganın polis memurları tarafından gözaltına alındığı bildirilen herhangi bir ölüm vakası yaşanmadı. EY olarak tanımlanan saldırgan, 10 Aralık İstanbul saldırılarında öldürülenlerin """"yas tutanlarına saygısızlık"""" konulu konser katılımcılarını suçladı.",,,0,0,0,2,Silahlı saldırı,1,iş,11,Eğlence / Kültürel / Stadyum / Kumarhane,Fazıl Say Klasik Müzik Konseri,209,Türkiye,Bilinmeyen,,meydan kavgası,23,Bıçak veya diğer keskin nesne,Saldırıda bir cleaver kullanıldı.,0,0,,,"""""Fazıl Say konserinde bıçak saldırısı düzenledikten sonra polis tarafından serbest bırakılan adam,"""" 14 Aralık 2016, Türk.",,,384654758,2719007599,3898843426,3629778344
2016,10,30,209,Turkey,10,Middle East & North Africa,Diyarbakir,Diyarbakir,37.915505,40.224238,Olay Yenişehir mahallesinde meydana geldi.,"10/30/2016: Saldırganlar, Diyarbakır'ın Yenişehir mahallesinde zırhlı bir polis aracına ateş açtı. Bir saldırgan öldü ve çıkan çatışmada iki polis memuru yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,379143323,4016550175,3898843426,3629778344
2016,11,20,209,Turkey,10,Middle East & North Africa,Diyarbakir,Baglar district,37.842628,39.984228,,"11/20/2016: Saldırganlar, Diyarbakır, Bağlar ilçesinde polis personeline saldırdı. Sonraki saldırıda bir saldırgan öldürüldü ve bir polis memuru yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3790082,4015804575,3898843426,3629778344
2016,10,29,209,Turkey,10,Middle East & North Africa,Hakkari,Cukurca district,37.293709,43.671189,,"10/29/2016: Saldırganlar, Hakkari'nin Çukurca ilçesinde askeri personele harç attılar. Saldırıda üç asker öldürüldü ve beş asker yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3728377494,4365689835,3898843426,3629778344
2016,10,29,209,Turkey,10,Middle East & North Africa,Hatay,Unknown,36.395034,36.352203,,"10/29/2016: Suriye'deki failler, Hatay iline üç havan topu ateşledi. Saldırıda bir asker yaralandı. Olay için hiçbir grup sorumluluk kabul etmedi.",1,İsyan / Gerilla Eylemi,0,1,0,3,Bombalama / Patlama,4,Askeri,34,"Askerî Personel (askerler, askerler, subaylar, kuvvetler)",Askerler,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,11,"Mermi (roketler, harçlar, RPG'ler, vb.)",Saldırıda üç harç kullanıldı.,0,1,,,"""""Doğudaki PKK saldırısında 3 asker öldü"""", Xinhua Genel Haber Servisi, 29 Ekim 2016.",,,2250221095,2532001621,3898843426,3629778344
2016,10,29,209,Turkey,10,Middle East & North Africa,Aydin,Aydin,37.838244,27.845539,,"10/29/2016: İki kişi, Aydın Halk Cumhuriyeti'nde bir restoranda Cumhuriyet Halk Partisi (CHP) başkan yardımcısı Bülent Tezcan'ı vurdu ve yaraladı. Olay için hiçbir grup sorumluluk kabul etmedi.",,,0,0,0,1,Suikast,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Parlamento Üyesi: Bülent Tezcan,209,Türkiye,Bilinmeyen,,Ateşli silahlar,3,tabanca,Saldırıda bir tabanca kullanıldı.,0,1,,,"29 Ekim 2016'da """"AA'da silahlı saldırıda muhalefet başkan yardımcısı yaralandı"""", Anadolu Ajansı (AA).","""""Türkiye: SW'de silahlı saldırılarda muhalefet başkan yardımcısı yaralandı"""", 29 Ekim 2016, Anadolu Ajansı (AA).","""""Türk muhalefet milletvekili restoranda çekilmiş,"""" Agence France-Presse Top News (İngilizce), t, 29 Ekim 2016.",3784248967,2784700167,3898843426,3629778344
2016,12,17,209,Turkey,10,Middle East & North Africa,Kayseri,Kayseri,38.720489,35.482597,,"12/17/2016: Bir intihar bombacısı, Kayseri'de askeri personeli taşıyan bir otobüsü hedef alan patlayıcı yüklü bir aracı patlattı. Saldırganın yanı sıra, patlamada en az 15 asker öldü, 53 asker daha yaralandı. Kürdistan Özgürlük Şahinleri (TAK) olayla ilgili sorumluluk üstlendi. Ancak kaynaklar, saldırının Kürdistan İşçi Partisi'ne (PKK) da atfedildi.",1,İsyan / Gerilla Eylemi,0,1,1,3,Bombalama / Patlama,4,Askeri,35,Askeri Taşımacılık / Taşıt (konvoylar hariç),Otobüs,209,Türkiye,Kürdistan Özgürlük Şahinler (TAK),,Patlayıcılar / Bombalar / Dinamit,15,araç,,16,53,Bu saldırıda bir otobüs hasar gördü.,"Kaza rakamları kaynaklar arasında çatışıyor. GTD protokolünü takiben, en son güvenilir tahminler burada rapor edilir.","""""İstanbul - Kürt militan grubu Türkiye 'nin saldırıya uğradığını iddia etti 14: rapor,"""" AFP (Kuzey Avrupa Servisi), 20 Aralık 2016.","""""Blast Türkiye'nin merkezi Kayseri ilinde otobüs vuruyor,"""" Al Jazeera, 17 Aralık 2016.","""""Türkiye'de intihar saldırısı 13 askeri öldürdü"""", BBC, 17 Aralık 2016.",3872893056,35482003,3898843426,3629778344
2016,11,15,209,Turkey,10,Middle East & North Africa,Van,Muradiye district,38.994542,43.767263,,"11/15/2016: Saldırganlar, Van, Muradiye'deki Adalet ve Kalkınma Partisi (AKP) genel merkezinde bir patlayıcı aygıt attılar. Saldırıda hiçbir kayıp bildirilmedi. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,38994542,43767263,3898843426,3629778344
2016,11,15,209,Turkey,10,Middle East & North Africa,Gaziantep,Gaziantep,37.047953,37.407727,Olay Duztupe mahallesinde meydana geldi.,"11/15/2016: Saldırganlar, Gaziantep'in Duztupe kentindeki bir kafede el bombası attılar. Patlamada en az üç kişi yaralandı. Olay için hiçbir grup sorumluluk kabul etmedi.",,,0,1,0,3,Bombalama / Patlama,1,iş,2,Restoran / Bar / Caf,Kahve dükkanı,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,7,El bombası,,0,3,Bu saldırıda bir kahve dükkanı hasar gördü.,"Kaza rakamları kaynaklar arasında çatışıyor. GTD protokolünü takiben, en güvenilir tahminler burada rapor edilir.","""""Şehir merkezinde kahve dükkanında bombalama üç yaralıdan ayrılıyor"""", Daily Star Online, 15 Kasım 2016.","""""TÜRKİYE BOMBU: Bombalı yıkıcı kahve dükkanında"""" düzinelerce yaralı """","""" Hızlı Online """", 15 Kasım 2016.",,3705727589,3738408837,3898843426,3629778344
2016,10,31,209,Turkey,10,Middle East & North Africa,Hakkari,Daglica,37.385154,44.085263,Olay Yüksekova ilçesinde meydana geldi.,"10/31/2016: Saldırganlar, Hakkari'de bulunan Dağlıca'da askeri kuvvetlere saldırdılar. Saldırıda üç asker öldürüldü ve bir asker yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3737509393,4408260493,3898843426,3629778344
2016,10,16,209,Turkey,10,Middle East & North Africa,Hakkari,Yenikopru,37.719912,44.049962,,"10/16/2016: Güvenlik güçleri, Hakkari'de bulunan Yenikopru yakınlarında tahrip etmeye çalışırken patlayıcı bir aygıt patladı. Patlamada bir asker öldü. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,37719912,44049962,3898843426,3629778344
2016,10,16,209,Turkey,10,Middle East & North Africa,Van,Ercis,39.03643,43.350422,Olay Erciş ilçesinde Latifiye mahallesinde meydana geldi.,"10/16/2016: Saldırganlar, Van Belediyesi Erciş'te ikametgahı dışında bir belediye meclisi üyesi olan Mehmet Şerif Dogu'yu vurdu ve öldürdü. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,3903135767,4335604133,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Adiyaman,Unknown,37.771791,38.270646,,"10/14/2016: Saldırganlar, Adıyaman'da askeri personele saldırdı. Bu, bu tarihte Türkiye'nin iki farklı ilindeki askeri personeli hedef alan iki saldırıdan biriydi. Her iki saldırıda iki asker yaralandı. Olaylar için hiçbir grup sorumluluk kabul etmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,2250221095,2532001621,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Bitlis,Unknown,38.652313,42.420203,,"10/14/2016: Saldırganlar, Bitlis'teki askeri personele saldırdı. Bu, bu tarihte Türkiye'nin iki farklı ilindeki askeri personeli hedef alan iki saldırıdan biriydi. Her iki saldırıda iki asker yaralandı. Olaylar için hiçbir grup sorumluluk kabul etmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,2250221095,2532001621,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Mardin,Mazidagai,37.477368,40.486736,Olay Mazidagai yakınlarında meydana geldi.,"10/14/2016: Mardin-Diyarbakır karayolu üzerinde Mazidagai, Mardin, Türkiye yakınlarında askeri bir aracı hedef alan bir yol kenarı bombası patlatıldı. Patlamada üç asker öldü ve üç kişi de yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,37477368,40486736,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Van,Yavuzlar,38.2066,44.2712,Olay Yavuzlar yakınlarında meydana geldi.,"10/14/2016: Van, Yavuzlar'da bir askeri aracı hedef alan bir yol kenarı bombası patlatıldı. Patlamada sekiz asker yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,382066,442712,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Hakkari,Tekeli,37.239988,44.659705,,10/14/2016: Hakkari'de Tekeli'de askeri bir aracı hedef alan bir yol kenarı bombası patlatıldı. Patlamada en az bir asker öldürüldü ve üç asker yaralandı. Olayla ilgili grup sorumluluğu üstlenmedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,37243361,446614825,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Diyarbakir,Kulp district,38.525852,41.142233,,"10/14/2016: Saldırganlar, Diyarbakır'ın Kulp şehrinde bir jandarma sınırına ateş açtı. Saldırıda rapor edilen herhangi bir kayıp yoktu. Olayla ilgili grup sorumluluğu üstlenmedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,385421982,411085332,3898843426,3629778344
2016,10,14,209,Turkey,10,Middle East & North Africa,Antalya,Calticak,36.799721,30.578428,Olay Antalya ilçesinde meydana geldi.,"10/14/2016: Saldırganlar, Antalya, Calticak'ta bir balıkçı deposuna saldıran bir roket fırlattı. Rapor edilen zayiat yok. Kürdistan Özgürlük Şahinleri (TAK) olayların sorumluluğunu üstlendi. Polis memurları da saldırıyı Kürdistan İşçi Partisi'ne (PKK) bağladı.",,,0,1,0,3,Bombalama / Patlama,1,iş,7,Perakende / Bakkal / Ekmek,Balıkçı Deposu,209,Türkiye,Kürdistan Özgürlük Şahinler (TAK),,Patlayıcılar / Bombalar / Dinamit,11,"Mermi (roketler, harçlar, RPG'ler, vb.)",Saldırıda bir roket kullanıldı.,0,0,Bu saldırıda bir balıkçı deposu hasar gördü.,,"""""İstanbul - Türkiye polisi, Türkiye'nin Antalya bölgesinde roket saldırıları yüzünden 25 kişiyi gözaltına aldı: rapor,"""" AFP (Kuzey Avrupa Servisi), 15 Ekim 2016.","""""İki roket popüler Türk tatil kasabasına çarptı",,36799721,30578428,3898843426,3629778344
